id_cliente,nombre_estudiante_om,edad_declarada,ingreso_mensual_ars,sucursal_registro,fecha_inscripcion,id_sesion_basura_99,color_favorito_hex
1105,Ana Perez ,27.0,9999999,Maipú ,FALTA_REGISTRO,SYS-ID-13478,#33FFF0
CLI_1098,L. Garcia,59.0,26091,Godoy Cruz ,2026/08/11,SYS-ID-37869,#F0FF33
1297,Ana Perez ,60.0,34003,G. Cruz,FALTA_REGISTRO,SYS-ID-48427,#FF33F5
1409,Facundo Cortiñas,-11.0,17245,Maipú ,FALTA_REGISTRO,SYS-ID-51347,#57FF33
1446,Rocio Sgrignieri,71.0,,san rafael,13-08-2026,SYS-ID-47930,#FF5733
1904,abril cioffi,27.0,29528,Maypu,2026-08-10,SYS-ID-87397,#33FF57
1282,Rocio Sgrignieri,22.0,,mendoza,13-08-2026,SYS-ID-65392,#33FF57
1267,ana perez,50.0,44742,Maipu  ,2026-08-11,SYS-ID-40512,#33FF57
1740,Julieta Aparo,66.0,29892,san rafael,12/08/2026,SYS-ID-70589,#FF33F5
1887,Rocío S.,42.0,,Mendoza ,10-08-2026,SYS-ID-21395,#FF33F5
1535,Luciano Y.,63.0,37006,Godoy Cruz ,2026-08-11,SYS-ID-62350,#3357FF
1433,Ana Perez ,43.0,No declara,mendoza,13/08/26,SYS-ID-71348,#FF5733
1912,Julieta Aparo,161.0,44578,maipu,2026/08/11,SYS-ID-51347,#33FF57
1657,Juan Gomez  ,60.0,15583,san rafael,2026-08-13,SYS-ID-94939,#F0FF33
1119,Facundo C.,57.0,9999999,Godoy Cruz,2026-08-13,SYS-ID-51245,#F0FF33
1406,luciano yllarreta,53.0,36262,maipu,11-08-2026,SYS-ID-99593,#F0FF33
,Facundo Cortiñas,62.0,31783,Mendozza,11-08-2026,SYS-ID-95181,#F0FF33
1378,Abril Cioffi,46.0,14019,Gpe Cruz,2026/08/11,SYS-ID-46421,#57FF33
CLI_1616,Julieta A.,18.0,No declara,S. Rafael,13/08/26,SYS-ID-37869,#F0FF33
1010,Ana Perez,,22317,MENDOZA,2026/08/10,SYS-ID-70217,#33FF57
1358,Facundo Cortiñas,48.0,23613,Maipu  ,2026.08.10,SYS-ID-38893,#57FF33
1197,Rocio Sgrignieri,59.0,,G. Cruz,2026/08/10,SYS-ID-60432,#FF33F5
1632,S. Martinez,67.0,20007,San Rafael ,2026/08/11,SYS-ID-33416,#3357FF
1082,Ana Perez ,38.0,23510,San Rafael,12-08-2026,SYS-ID-88172,#33FFF0
1527,facundo cortinas,36.0,20348,Maipú,10-08-2026,SYS-ID-32431,#33FF57
1831,Sofía Martínez,72.0,18583,godoy cruz,11/08/2026,SYS-ID-41385,#3357FF
cli-1906,Abril Cioffi,74.0,19366,Gpe Cruz,10-08-2026,SYS-ID-85674,#33FF57
1240,Sofia Martinez,71.0,22961,mendoza,2026/08/11,SYS-ID-56566,#FF5733
1324,Rocío Sgrignieri,69.0,38482,S Rafael,2026-08-10,SYS-ID-89818,#3333FF
1212,Juan Gomez  ,72.0,25576,Maipu  ,2026-08-13,SYS-ID-88907,#33FFF0
1847,Sofia Martinez,56.0,36600,mendoza,2026-08-13,SYS-ID-93320,#3333FF
1549,Luciano Yllarreta,27.0,40490,Mendoza,13-08-2026,SYS-ID-14207,#F0FF33
1498,S. Martinez,28.0,36943,MENDOZA,12/08/2026,SYS-ID-11504,#3357FF
1228,Julieta A.,57.0,,Maypu,2026-08-13,SYS-ID-26828,#F0FF33
1892,Luciano Yllarreta,42.0,29792,San Rafael,2026-08-11,SYS-ID-25014,#FF33F5
1815,luciano yllarreta,65.0,44083,S. Rafael,2026/08/10,SYS-ID-51245,#FF5733
1829,Rocío Sgrignieri,57.0,43142,Maipú,11/08/2026,SYS-ID-93810,#F0FF33
1178,Damian Garcia,74.0,42672,San Rafael ,10-08-2026,SYS-ID-80010,#3357FF
1975,luciano yllarreta,35.0,34663,godoy cruz,,SYS-ID-79163,#F0FF33
,Luciano Y.,23.0,No declara,Maipú ,2026-08-13,SYS-ID-94939,#FF33F5
1944,Juan Gomez,71.0,41447,Maypu,10-08-2026,SYS-ID-81482,#FF33F5
1517,Sofía Martínez,27.0,129210,Maipú,12/08/2026,SYS-ID-38221,#33FF57
1351,D. Garcia,43.0,17166,G. Cruz,13-08-2026,SYS-ID-36062,#3333FF
1519,Ana Perez ,74.0,,Maipú,2026-08-12,SYS-ID-39256,#33FFF0
1008,Agustin Lopez,75.0,,godoy cruz,FALTA_REGISTRO,SYS-ID-62581,#33FFF0
1156,facundo cortinas,56.0,9999999,S Rafael,12-08-2026,SYS-ID-37653,#3357FF
1945,Agustín López,52.0,36743,San Rafael,11/08/2026,SYS-ID-79514,#FF5733
CLI_1042,Rocío Sgrignieri,-3.0,19933,Maipu  ,12-08-2026,SYS-ID-18326,#57FF33
1330,Julieta Aparo,54.0,41987,Mendza,2026-08-11,SYS-ID-89507,#33FF57
1543,Juan Gomez  ,56.0,29068,MENDOZA,2026-08-11,SYS-ID-25014,#FF5733
1440,D. Garcia,33.0,9999999,Maypu,2026-08-13,SYS-ID-57400,#33FFF0
1810,Ana Perez ,47.0,24945,san rafael,2026/08/11,SYS-ID-44993,#33FFF0
1901,Luciano Y.,-7.0,No declara,Mendoza,2026-08-13,SYS-ID-51347,#FF5733
1371,Julieta Aparo,36.0,43120,maipu,2026-08-10,SYS-ID-46463,#F0FF33
1605,Ana Perez ,43.0,102060,Maipú ,10/08/2026,SYS-ID-59009,#F0FF33
cli-1974,Luciano Y.,,14563,S Rafael,2026/08/10,SYS-ID-86484,#33FF57
1594,L. Garcia,49.0,9999999,San Rafael,2026-08-10,SYS-ID-37460,#57FF33
cli-1877,Sofia Martinez,69.0,20351,S Rafael,2026-08-13,SYS-ID-16175,#57FF33
1555,facundo cortinas,22.0,30113,Godoy Cruz ,12/08/2026,SYS-ID-40512,#3357FF
1754,Facundo C.,,40301,mendoza,10/08/2026,SYS-ID-82512,#FF5733
1874,Rocio Sgrignieri,43.0,35887,Godoy Cruz ,11-08-2026,SYS-ID-68878,#3333FF
1533,Facundo Cortiñas,40.0,12532,Maipú ,2026-08-13,SYS-ID-65392,#33FFF0
1867,S. Martinez,61.0,20171,godoy cruz,FALTA_REGISTRO,SYS-ID-80284,#FF5733
1229,Facundo Cortiñas,-14.0,26485,G. Cruz,13-08-2026,SYS-ID-44741,#3357FF
1391,Rocio Sgrignieri,20.0,35674,godoy cruz,13-08-2026,SYS-ID-87397,#FF5733
CLI_1760,S. Martinez,53.0,39660,Godoy Cruz,11/08/2026,SYS-ID-91959,#FF33F5
1213,Rocío Sgrignieri,72.0,33740,godoy cruz,2026.08.10,SYS-ID-52487,#33FF57
1080,Sofia Martinez,75.0,27081,Maipú ,2026/08/11,SYS-ID-23947,#FF33F5
1149,juan gomez,54.0,20504,Maipú ,2026/08/10,SYS-ID-94939,#57FF33
1303,Sofia Martinez,41.0,,mendoza,13/08/26,SYS-ID-20328,#33FF57
1449,Maria Rodriguez,55.0,No declara,san rafael,FALTA_REGISTRO,SYS-ID-21395,#3333FF
1362,Julieta A.,55.0,39359,maipu,13/08/2026,SYS-ID-46048,#33FF57
1532,Facundo C.,42.0,41305,San Rafael,12/08/2026,SYS-ID-97841,#33FFF0
1530,Sofia Martinez,206.0,18399,G. Cruz,2026-08-13,SYS-ID-40495,#33FF57
1044,facundo cortinas,45.0,9999999,Maipú,11-08-2026,SYS-ID-10425,#3333FF
cli-1674,Juan Gomez  ,49.0,30415,Godoy Cruz,2026-08-12,SYS-ID-59823,#33FFF0
1134,luciano yllarreta,60.0,,Godoy Cruz,,SYS-ID-65333,#FF5733
1576,Sofía Martínez,28.0,14825,MENDOZA,2026-08-12,SYS-ID-48427,#57FF33
1312,Rocio Sgrignieri,49.0,43001,MENDOZA,2026-08-13,SYS-ID-38221,#57FF33
1635,Damian Garcia,66.0,,Godoy Cruz ,10-08-2026,SYS-ID-51347,#3333FF
1568,ana perez,24.0,No declara,Maipú ,2026/08/11,SYS-ID-38657,#FF33F5
cli-1821,Julieta A.,35.0,38081,S. Rafael,FALTA_REGISTRO,SYS-ID-55082,#3333FF
1001,Agustin Lopez,66.0,25182,S. Rafael,12-08-2026,SYS-ID-44718,#3333FF
1478,Julieta Aparo,52.0,28951,maipu,2026.08.10,SYS-ID-74042,#FF5733
,Ana Perez,63.0,110350,G. Cruz,10-08-2026,SYS-ID-10074,#FF5733
1738,Rocio Sgrignieri,42.0,25943,Maipu  ,2026-08-12,SYS-ID-87397,#3357FF
1573,luciano yllarreta,29.0,14465,Maipú ,13/08/26,SYS-ID-69470,#33FF57
1381,S. Martinez,29.0,28563,San Rafael,10/08/2026,SYS-ID-26828,#3333FF
1833,Sofía Martínez,33.0,23169,mendoza,2026-08-10,SYS-ID-22676,#F0FF33
1973,Abril C.,33.0,30680,Mendoza,2026-08-10,SYS-ID-86622,#33FFF0
cli-1962,Julieta Aparo,48.0,12328,Mendozza,11-08-2026,SYS-ID-30926,#FF33F5
1173,Damian Garcia,53.0,20996,Mendoza ,2026/08/11,SYS-ID-39871,#FF5733
1126,Agustín López,54.0,42256,S. Rafael,13/08/2026,SYS-ID-22676,#FF33F5
1667,facundo cortinas,49.0,No declara,San Rafael,11-08-2026,SYS-ID-58520,#3333FF
CLI_1441,Rocío Sgrignieri,69.0,29816,S. Rafael,11-08-2026,SYS-ID-37869,#FF33F5
1835,ana perez,42.0,37011,Maypu,13/08/2026,SYS-ID-19116,#FF33F5
1940,Ana Perez ,35.0,31551,G. Cruz,11/08/2026,SYS-ID-31174,#33FFF0
CLI_1091,Julieta Aparo,26.0,25448,mendoza,11/08/2026,SYS-ID-94012,#FF33F5
1979,ana perez,62.0,36874,San Rafael ,2026.08.10,SYS-ID-44973,#3333FF
1182,Maria Rodriguez,50.0,32380,Mendoza ,2026-08-12,SYS-ID-52504,#FF33F5
cli-1364,Ana Perez,36.0,14117,Godoy Cruz,10-08-2026,SYS-ID-10425,#FF33F5
CLI_1275,Agustin Lopez ,51.0,36411,G. Cruz,2026/08/10,SYS-ID-80381,#33FF57
1965,Sofia Martinez,43.0,28390,Mendozza,11-08-2026,SYS-ID-45093,#33FF57
1070,Damian Garcia,38.0,27650,Maipu  ,13/08/2026,SYS-ID-87397,#F0FF33
1292,Julieta Aparo,69.0,33206,MENDOZA,FALTA_REGISTRO,SYS-ID-94012,#3357FF
cli-1132,Abril Cioffi,25.0,,Godoy Cruz ,13-08-2026,SYS-ID-38657,#33FF57
1301,Ana Perez ,57.0,14031,Godoy Cruz ,2026-08-11,SYS-ID-30730,#57FF33
1606,Facundo Cortiñas,41.0,,Godoy Cruz,13-08-2026,SYS-ID-82512,#33FF57
1327,Rocio Sgrignieri,53.0,23997,S Rafael,2026/08/11,SYS-ID-93886,#FF33F5
1145,Luciano Y.,35.0,19434,Mendoza,13/08/26,SYS-ID-30969,#57FF33
1899,Ana Perez ,47.0,78850,San Rafael,2026-08-11,SYS-ID-93748,#33FFF0
cli-1608,Ana Perez ,37.0,33981,mendoza,2026-08-13,SYS-ID-36062,#FF5733
1669,Rocio Sgrignieri,46.0,36224,Maipu  ,13-08-2026,SYS-ID-83563,#FF5733
1136,Lucas Garcia,65.0,20743,MENDOZA,12/08/2026,SYS-ID-49117,#3357FF
,Luciano Yllarreta,26.0,14587,Gpe Cruz,2026-08-12,SYS-ID-60019,#3333FF
1165,abril cioffi,50.0,44102,Maipu  ,2026-08-10,SYS-ID-52504,#F0FF33
1029,Agustín López,42.0,27989,Mendza,2026-08-10,SYS-ID-26828,#33FF57
1588,Juan Gomez,22.0,33817,Maipú,FALTA_REGISTRO,SYS-ID-94259,#33FFF0
1194,Damián García,37.0,23477,Maypu,13/08/26,SYS-ID-65302,#F0FF33
1430,Luciano Yllarreta,47.0,21492,Mendozza,12/08/2026,SYS-ID-75435,#57FF33
,Facundo Cortiñas,27.0,,Godoy Cruz,10-08-2026,SYS-ID-46048,#57FF33
cli-1987,D. Garcia,-9.0,38013,Maipú,12/08/2026,SYS-ID-14165,#3333FF
1170,Rocio Sgrignieri,30.0,30284,maipu,2026-08-12,SYS-ID-44741,#33FFF0
1526,Luciano Y.,60.0,33283,G. Cruz,2026/08/10,SYS-ID-62350,#33FF57
1141,Abril C.,-10.0,32086,G. Cruz,13/08/2026,SYS-ID-57052,#3333FF
1174,Damián García,32.0,,Godoy Cruz ,13/08/26,SYS-ID-64987,#3357FF
1007,D. Garcia,-5.0,12967,mendoza,2026/08/11,SYS-ID-57052,#57FF33
1765,Abril Cioffi,74.0,23421,S Rafael,2026/08/11,SYS-ID-44671,#FF33F5
1520,Agustin Lopez,30.0,32915,G. Cruz,11-08-2026,SYS-ID-23396,#3357FF
1679,ana perez,49.0,33538,Mendoza,10-08-2026,SYS-ID-45093,#F0FF33
1074,Juan Gomez  ,33.0,30833,san rafael,13/08/2026,SYS-ID-64987,#33FF57
1714,Ana Perez ,,20257,Maipú,2026-08-12,SYS-ID-92397,#33FF57
cli-1676,Agustin Lopez ,48.0,42614,Godoy Cruz ,13/08/26,SYS-ID-21395,#3333FF
1239,Facundo C.,73.0,12628,Gpe Cruz,2026-08-13,SYS-ID-82512,#3333FF
1146,L. Garcia,34.0,26062,Maipú ,13/08/26,SYS-ID-20328,#33FF57
1824,luciano yllarreta,57.0,No declara,Maypu,2026-08-12,SYS-ID-83563,#57FF33
1235,L. Garcia,73.0,32539,Maipú ,2026-08-13,SYS-ID-94012,#33FF57
1221,Rocío Sgrignieri,49.0,24815,G. Cruz,2026-08-12,SYS-ID-24592,#57FF33
,Rocío S.,46.0,35318,maipu,13/08/2026,SYS-ID-70217,#57FF33
1689,S. Martinez,,42335,Mendozza,2026-08-13,SYS-ID-87397,#33FF57
1133,Sofia Martinez,19.0,27855,Mendza,2026-08-10,SYS-ID-10425,#F0FF33
1361,Abril Cioffi,61.0,No declara,Maypu,2026-08-11,SYS-ID-16175,#F0FF33
1458,Rocio Sgrignieri,,16644,Mendoza,11/08/2026,SYS-ID-89818,#3333FF
1685,Facundo Cortiñas,-9.0,24213,Godoy Cruz ,2026/08/10,SYS-ID-21395,#F0FF33
,Agustin Lopez,24.0,29019,Mendozza,2026/08/11,SYS-ID-46434,#3333FF
cli-1186,luciano yllarreta,21.0,32196,Mendoza,2026-08-10,SYS-ID-79822,#FF33F5
CLI_1042,Rocío Sgrignieri,-3.0,19933,Maipu  ,12-08-2026,SYS-ID-18326,#57FF33
cli-1639,julieta aparo,65.0,34364,godoy cruz,12-08-2026,SYS-ID-83000,#57FF33
1109,Luciano Yllarreta,32.0,35210,mendoza,10/08/2026,SYS-ID-28726,#FF5733
1617,Maria Rodriguez,-13.0,24348,maipu,10-08-2026,SYS-ID-95909,#3333FF
1057,luciano yllarreta,56.0,14139,san rafael,2026-08-12,SYS-ID-24662,#3333FF
1450,María Rodríguez,23.0,44762,mendoza,12/08/2026,SYS-ID-72296,#FF5733
1774,luciano yllarreta,49.0,37059,Mendoza,2026/08/11,SYS-ID-59823,#33FF57
1590,L. Garcia,47.0,35958,Godoy Cruz,2026/08/10,SYS-ID-82512,#FF33F5
1896,D. Garcia,26.0,31326,S Rafael,2026-08-10,SYS-ID-83000,#FF33F5
1436,Abril C.,47.0,29852,maipu,2026-08-11,SYS-ID-54587,#3333FF
1025,L. Garcia,37.0,38764,S Rafael,2026-08-12,SYS-ID-79352,#3357FF
1811,Agustín López,68.0,35565,godoy cruz,13/08/26,SYS-ID-44718,#57FF33
1495,Facundo Cortiñas,21.0,21321,G. Cruz,13-08-2026,SYS-ID-95181,#33FF57
1827,Facundo Cortiñas,61.0,32658,san rafael,2026-08-13,SYS-ID-40021,#FF5733
1982,Rocío Sgrignieri,65.0,17112,mendoza,10/08/2026,SYS-ID-92397,#FF5733
1929,julieta aparo,45.0,,godoy cruz,2026/08/10,SYS-ID-22156,#3333FF
1966,abril cioffi,31.0,43970,Godoy Cruz ,13/08/2026,SYS-ID-24621,#33FFF0
1339,Lucas Garcia ,75.0,No declara,Maipú ,10-08-2026,SYS-ID-68878,#3333FF
1052,D. Garcia,26.0,44170,Mendoza ,2026-08-12,SYS-ID-86484,#3333FF
1384,María Rodríguez,41.0,40069,Mendozza,FALTA_REGISTRO,SYS-ID-47930,#FF33F5
cli-1540,Sofía Martínez,23.0,9999999,Maipú,11-08-2026,SYS-ID-66155,#33FF57
1992,Rocío Sgrignieri,61.0,,Mendozza,13-08-2026,SYS-ID-38221,#FF5733
1661,Julieta A.,64.0,33415,G. Cruz,10/08/2026,SYS-ID-49117,#3357FF
1964,Agustin Lopez ,-4.0,29536,San Rafael ,2026/08/10,SYS-ID-45382,#33FFF0
cli-1265,Lucas Garcia ,28.0,34721,Maipú,11-08-2026,SYS-ID-57052,#F0FF33
1955,Abril C.,45.0,20279,Maipú,2026-08-13,SYS-ID-82063,#33FFF0
1742,Sofia Martinez,52.0,,Maypu,2026-08-10,SYS-ID-31174,#3333FF
1713,Agustin Lopez,57.0,40976,Godoy Cruz,2026-08-13,SYS-ID-79163,#FF33F5
1445,Juan Gomez  ,71.0,21574,MENDOZA,2026-08-13,SYS-ID-76237,#3333FF
1396,Sofía Martínez,55.0,9999999,Godoy Cruz ,FALTA_REGISTRO,SYS-ID-87397,#3357FF
1542,Damian Garcia,48.0,42751,Maipu  ,13/08/2026,SYS-ID-93886,#33FFF0
1496,Damian Garcia,182.0,13632,Mendozza,11/08/2026,SYS-ID-80644,#33FF57
1019,Lucas Garcia,53.0,38632,Maipú ,2026/08/11,SYS-ID-22676,#3357FF
1747,Agustin Lopez ,64.0,24573,Mendoza,11-08-2026,SYS-ID-10074,#3333FF
,Ana Perez,-15.0,,godoy cruz,13-08-2026,SYS-ID-10425,#F0FF33
1595,Damian Garcia,48.0,41088,Maypu,FALTA_REGISTRO,SYS-ID-80284,#33FF57
1480,Juan Gomez,,35607,Mendoza ,FALTA_REGISTRO,SYS-ID-76540,#57FF33
1368,D. Garcia,28.0,28712,Mendoza,2026.08.10,SYS-ID-21395,#3357FF
1084,Agustin Lopez ,64.0,38044,maipu,2026-08-13,SYS-ID-46048,#33FFF0
1062,maria rodriguez,45.0,44225,mendoza,13/08/2026,SYS-ID-42087,#F0FF33
1484,juan gomez,35.0,34399,godoy cruz,2026/08/10,SYS-ID-20322,#57FF33
1273,juan gomez,40.0,12628,S Rafael,FALTA_REGISTRO,SYS-ID-36071,#57FF33
1286,Damian Garcia,42.0,35534,Gpe Cruz,13/08/26,SYS-ID-59735,#F0FF33
1361,Abril Cioffi,61.0,No declara,Maypu,2026-08-11,SYS-ID-16175,#F0FF33
1355,Abril Cioffi,41.0,15000,Mendozza,13/08/2026,SYS-ID-68878,#33FFF0
1612,ana perez,41.0,40578,San Rafael ,13/08/26,SYS-ID-74042,#33FF57
1279,abril cioffi,62.0,26091,S Rafael,2026/08/11,SYS-ID-83000,#57FF33
,Lucas Garcia,,29380,Mendza,2026/08/10,SYS-ID-39871,#F0FF33
1183,Lucas Garcia ,47.0,36485,Godoy Cruz ,13/08/26,SYS-ID-96474,#FF33F5
1369,Ana Perez,58.0,31736,Gpe Cruz,12-08-2026,SYS-ID-76237,#F0FF33
1528,Damian Garcia,55.0,27970,maipu,13/08/26,SYS-ID-51347,#33FF57
1644,Damian Garcia,34.0,,Maipu  ,2026/08/11,SYS-ID-75612,#33FF57
1224,Rocío S.,43.0,25094,Maipu  ,2026-08-11,SYS-ID-10074,#FF5733
1600,Julieta A.,46.0,22655,maipu,2026-08-10,SYS-ID-84341,#3333FF
,Rocio Sgrignieri,19.0,20994,godoy cruz,10-08-2026,SYS-ID-31417,#FF33F5
1707,Lucas Garcia,41.0,21029,Mendoza ,13-08-2026,SYS-ID-95909,#FF5733
1571,Juan Gomez  ,210.0,22338,Mendoza,2026/08/10,SYS-ID-24592,#FF5733
1487,Maria Rodriguez,53.0,19758,Mendozza,2026.08.10,SYS-ID-20322,#FF5733
1466,Agustin Lopez ,38.0,,San Rafael ,2026.08.10,SYS-ID-81426,#FF5733
1933,Lucas Garcia ,50.0,32555,Godoy Cruz,13/08/2026,SYS-ID-24371,#3333FF
1637,Lucas Garcia ,42.0,19168,Maipu  ,13/08/26,SYS-ID-62350,#3357FF
1177,maria rodriguez,73.0,14455,Mendoza,10-08-2026,SYS-ID-42087,#33FFF0
1696,Luciano Y.,,,Maypu,13/08/2026,SYS-ID-95909,#3333FF
1656,Rocío Sgrignieri,74.0,21496,Godoy Cruz,12-08-2026,SYS-ID-99593,#FF5733
CLI_1614,julieta aparo,40.0,,S. Rafael,2026/08/10,SYS-ID-92240,#FF33F5
1457,Agustín López,-12.0,,Maipu  ,2026-08-13,SYS-ID-36071,#3333FF
cli-1545,Rocío S.,34.0,,Mendoza ,2026.08.10,SYS-ID-36071,#3333FF
1394,Juan Gomez,26.0,27072,mendoza,11-08-2026,SYS-ID-92397,#3357FF
1164,Sofía Martínez,27.0,21160,S Rafael,12/08/2026,SYS-ID-22676,#57FF33
1249,Facundo Cortiñas,49.0,30585,S Rafael,2026.08.10,SYS-ID-11504,#3333FF
1663,Lucas Garcia ,61.0,32932,G. Cruz,2026.08.10,SYS-ID-23238,#3357FF
1921,Lucas Garcia ,43.0,26346,godoy cruz,2026/08/10,SYS-ID-74042,#3333FF
1998,Ana Perez ,42.0,29951,Maypu,13-08-2026,SYS-ID-65333,#3357FF
1376,Agustin Lopez ,44.0,38505,Godoy Cruz ,2026-08-13,SYS-ID-80697,#33FF57
1413,ana perez,53.0,34812,Godoy Cruz,11-08-2026,SYS-ID-85674,#FF33F5
1075,abril cioffi,20.0,15677,S. Rafael,13/08/2026,SYS-ID-54118,#FF33F5
,julieta aparo,33.0,,Maipu  ,13/08/2026,SYS-ID-23396,#3357FF
1114,ana perez,67.0,42405,Maipu  ,13-08-2026,SYS-ID-10074,#F0FF33
1501,Sofia Martinez,55.0,41736,Godoy Cruz ,2026-08-10,SYS-ID-39871,#33FFF0
1586,luciano yllarreta,26.0,27667,Maypu,2026-08-10,SYS-ID-57447,#33FFF0
1115,Abril C.,22.0,31845,San Rafael ,12-08-2026,SYS-ID-24371,#33FF57
CLI_1418,maria rodriguez,40.0,29634,Mendozza,11/08/2026,SYS-ID-21915,#FF33F5
1090,Julieta A.,,20005,G. Cruz,11/08/2026,SYS-ID-49117,#FF5733
1959,Lucas Garcia,206.0,No declara,Mendza,2026-08-11,SYS-ID-95181,#33FF57
cli-1902,Juan Gomez,59.0,20662,san rafael,11-08-2026,SYS-ID-38221,#FF5733
1634,Lucas Garcia,60.0,44256,G. Cruz,13/08/26,SYS-ID-76784,#33FFF0
1678,Maria Rodriguez,70.0,25919,Maipu  ,2026-08-10,SYS-ID-65333,#3357FF
1012,Abril C.,43.0,No declara,Maypu,12/08/2026,SYS-ID-26828,#33FF57
1397,Maria Rodriguez,195.0,,Maipu  ,2026-08-11,SYS-ID-23238,#3357FF
1558,Rocio Sgrignieri,-14.0,,San Rafael ,2026-08-10,SYS-ID-21915,#3357FF
1043,ana perez,39.0,,Godoy Cruz ,10-08-2026,SYS-ID-70142,#F0FF33
1168,Facundo C.,27.0,25362,Godoy Cruz ,13/08/26,SYS-ID-73699,#FF5733
1417,Agustin Lopez ,44.0,12637,San Rafael ,2026/08/10,SYS-ID-37653,#F0FF33
1788,Sofia Martinez,54.0,,mendoza,13-08-2026,SYS-ID-59735,#33FFF0
1427,Ana Perez,62.0,9999999,San Rafael,13/08/26,SYS-ID-76542,#33FF57
1918,Lucas Garcia ,62.0,42814,Godoy Cruz ,13-08-2026,SYS-ID-93748,#FF5733
1154,juan gomez,-5.0,29344,Maypu,13/08/2026,SYS-ID-44522,#FF5733
1715,abril cioffi,66.0,13534,Mendoza,11-08-2026,SYS-ID-96673,#33FFF0
1732,Ana Perez ,44.0,15860,Maipú ,2026-08-11,SYS-ID-28289,#FF5733
1258,Rocío Sgrignieri,56.0,30672,Mendoza,2026-08-12,SYS-ID-82357,#FF33F5
1336,Lucas Garcia ,19.0,23074,Mendoza ,10/08/2026,SYS-ID-40021,#33FFF0
1016,Ana Perez,-9.0,14889,Mendoza,2026.08.10,SYS-ID-91959,#33FFF0
1658,L. Garcia,33.0,37458,Mendoza,2026-08-13,SYS-ID-40512,#33FFF0
1325,Rocio Sgrignieri,43.0,14314,Maipu  ,11/08/2026,SYS-ID-70589,#FF33F5
1790,Juan Gomez  ,73.0,9999999,Maypu,2026/08/10,SYS-ID-12552,#FF33F5
1223,Agustín López,29.0,32915,S. Rafael,13/08/26,SYS-ID-99353,#FF33F5
1180,S. Martinez,43.0,24109,Mendza,2026/08/11,SYS-ID-24592,#33FFF0
CLI_1100,Ana Perez ,-14.0,36421,Mendza,12/08/2026,SYS-ID-31174,#33FF57
1522,Abril Cioffi,28.0,,Maipú ,13-08-2026,SYS-ID-65302,#3357FF
1023,Rocio Sgrignieri,,34654,S Rafael,10-08-2026,SYS-ID-51347,#FF33F5
1357,Facundo C.,55.0,20823,Gpe Cruz,FALTA_REGISTRO,SYS-ID-73699,#FF5733
1697,D. Garcia,20.0,43857,Maipú,13/08/26,SYS-ID-19116,#FF5733
1897,Rocío S.,19.0,18975,godoy cruz,11-08-2026,SYS-ID-33416,#FF33F5
1341,Agustin Lopez,48.0,12179,Mendoza,10-08-2026,SYS-ID-25014,#3333FF
1432,Facundo C.,41.0,41510,Godoy Cruz ,2026-08-10,SYS-ID-65392,#FF33F5
1577,facundo cortinas,,23526,Mendozza,13/08/26,SYS-ID-92240,#33FF57
1868,Damian Garcia,33.0,14775,Maipú ,2026-08-11,SYS-ID-80697,#FF33F5
1204,Julieta A.,64.0,24061,maipu,10/08/2026,SYS-ID-65333,#FF5733
1737,D. Garcia,18.0,30956,Maypu,2026-08-10,SYS-ID-22280,#3333FF
,Rocio Sgrignieri,,19448,mendoza,12-08-2026,SYS-ID-92240,#33FF57
1584,Facundo Cortiñas,75.0,21762,Maipu  ,13/08/2026,SYS-ID-87397,#FF5733
1069,Abril Cioffi,71.0,44089,Mendza,13/08/26,SYS-ID-59735,#F0FF33
1651,Rocío S.,163.0,30204,maipu,10/08/2026,SYS-ID-41571,#3333FF
1285,Sofia Martinez,53.0,17748,San Rafael ,13/08/2026,SYS-ID-20328,#FF33F5
1837,Juan Gomez,55.0,37437,Godoy Cruz ,12-08-2026,SYS-ID-79514,#3357FF
1435,Abril Cioffi,26.0,No declara,Mendozza,FALTA_REGISTRO,SYS-ID-30032,#F0FF33
1154,juan gomez,-5.0,29344,Maypu,13/08/2026,SYS-ID-44522,#FF5733
1076,maria rodriguez,23.0,37070,Maipú ,13/08/26,SYS-ID-44973,#3357FF
1762,Maria Rodriguez,-1.0,14765,Gpe Cruz,2026-08-10,SYS-ID-91959,#FF33F5
1447,Lucas Garcia,31.0,32454,S Rafael,10/08/2026,SYS-ID-79822,#33FF57
1189,Damian Garcia,174.0,No declara,maipu,2026.08.10,SYS-ID-20322,#FF33F5
1272,abril cioffi,33.0,44332,San Rafael,2026/08/11,SYS-ID-23396,#FF5733
1237,L. Garcia,62.0,9999999,godoy cruz,2026.08.10,SYS-ID-99353,#57FF33
1488,luciano yllarreta,37.0,29943,Mendza,10-08-2026,SYS-ID-54597,#3357FF
1560,Luciano Y.,67.0,16594,maipu,2026-08-13,SYS-ID-52487,#3333FF
1118,Ana Perez,69.0,34507,mendoza,2026-08-11,SYS-ID-21395,#FF33F5
cli-1852,Agustin Lopez,23.0,14294,mendoza,2026-08-12,SYS-ID-99733,#3357FF
1513,Abril C.,19.0,33739,Godoy Cruz,,SYS-ID-23396,#33FFF0
1579,Lucas Garcia,44.0,36610,san rafael,,SYS-ID-44973,#3333FF
1828,Julieta Aparo,18.0,38332,Mendza,FALTA_REGISTRO,SYS-ID-30926,#33FFF0
